8,2,14.400000,3.000000,1.000000,10.000000
19,3,3.000000,2.000000,3.000000,10.000000
8,2,14.400000,3.000000,1.000000,10.000000
19,1,7.200000,4.000000,1.000000,10.000000
7,3,7.200000,3.000000,1.000000,10.000000
18,3,3.000000,2.000000,3.000000,10.000000
8,3,7.200000,3.000000,1.000000,10.000000
19,3,3.000000,2.000000,3.000000,10.000000
8,2,14.400000,3.000000,1.000000,10.000000
19,3,3.000000,2.000000,3.000000,10.000000
